datetime,hour,day_of_week,month,is_weekend,is_holiday_mlk,temperature_2m,relative_humidity_2m,weathercode,windspeed_10m,total_traffic,total_car,total_motorcycle,predicted_jam_label,predicted_peak_category,is_jam,peak_category_daily
2024-01-25 12:00:00,12,Thursday,January,False,False,27.0,87,53,9.6,1017,677,330,No Jam,Peak,False,Peak
2024-01-25 13:00:00,13,Thursday,January,False,False,27.8,84,51,15.3,375,261,106,No Jam,Off-Peak,False,Off-Peak
2024-01-25 14:00:00,14,Thursday,January,False,False,27.9,82,53,11.5,940,671,261,No Jam,Shoulder,False,Shoulder
2024-01-25 15:00:00,15,Thursday,January,False,False,28.9,78,51,11.8,1035,770,257,No Jam,Shoulder,False,Peak
2024-01-25 16:00:00,16,Thursday,January,False,False,28.4,78,51,12.0,624,465,150,No Jam,Shoulder,False,Shoulder
2024-01-25 17:00:00,17,Thursday,January,False,False,28.3,77,51,12.0,1113,757,347,No Jam,Peak,False,Peak
2024-01-25 18:00:00,18,Thursday,January,False,False,27.3,81,55,14.6,640,479,153,No Jam,Shoulder,False,Shoulder
2024-01-25 19:00:00,19,Thursday,January,False,False,26.2,86,3,17.3,1042,707,325,No Jam,Peak,False,Peak
2024-01-25 20:00:00,20,Thursday,January,False,False,25.3,89,3,12.0,641,467,165,No Jam,Shoulder,False,Shoulder
2024-01-25 21:00:00,21,Thursday,January,False,False,25.0,95,55,16.7,366,231,126,No Jam,Off-Peak,False,Off-Peak
2024-01-25 22:00:00,22,Thursday,January,False,False,24.2,95,61,19.1,499,329,159,No Jam,Shoulder,False,Off-Peak
2024-01-25 23:00:00,23,Thursday,January,False,False,24.0,94,63,14.3,795,472,312,No Jam,Shoulder,False,Shoulder
2024-01-26 00:00:00,0,Friday,January,False,False,23.8,94,61,18.9,430,304,120,No Jam,Shoulder,False,Off-Peak
2024-01-26 01:00:00,1,Friday,January,False,False,23.5,95,55,16.1,899,692,200,No Jam,Peak,False,Peak
2024-01-26 02:00:00,2,Friday,January,False,False,23.4,95,51,17.9,431,303,120,No Jam,Shoulder,False,Shoulder
2024-01-26 03:00:00,3,Friday,January,False,False,23.5,96,53,17.6,574,426,141,No Jam,Shoulder,False,Shoulder
2024-01-26 04:00:00,4,Friday,January,False,False,23.5,96,53,17.4,675,502,165,No Jam,Shoulder,False,Shoulder
2024-01-26 05:00:00,5,Friday,January,False,False,23.6,95,53,18.2,818,646,165,No Jam,Shoulder,False,Shoulder
2024-01-26 06:00:00,6,Friday,January,False,False,23.6,95,55,18.6,626,495,124,No Jam,Shoulder,False,Shoulder
2024-01-26 07:00:00,7,Friday,January,False,False,23.5,95,53,16.3,843,639,197,No Jam,Peak,False,Peak
2024-01-26 08:00:00,8,Friday,January,False,False,23.7,94,51,16.6,490,381,102,No Jam,Shoulder,False,Shoulder
2024-01-26 09:00:00,9,Friday,January,False,False,26.1,88,55,21.9,332,248,76,No Jam,Shoulder,False,Off-Peak
2024-01-26 10:00:00,10,Friday,January,False,False,25.8,90,51,20.1,770,591,172,No Jam,Shoulder,False,Shoulder
2024-01-26 11:00:00,11,Friday,January,False,False,25.9,88,53,16.1,295,216,71,No Jam,Shoulder,False,Off-Peak
2024-01-26 12:00:00,12,Friday,January,False,False,26.2,85,51,23.0,881,687,187,No Jam,Peak,False,Peak
2024-01-26 13:00:00,13,Friday,January,False,False,27.4,81,51,18.9,719,539,172,No Jam,Peak,False,Shoulder
2024-01-26 14:00:00,14,Friday,January,False,False,28.4,75,51,22.4,629,491,130,No Jam,Shoulder,False,Shoulder
2024-01-26 15:00:00,15,Friday,January,False,False,29.3,71,51,22.4,829,626,195,No Jam,Peak,False,Peak
2024-01-26 16:00:00,16,Friday,January,False,False,29.8,69,51,21.7,377,269,100,No Jam,Off-Peak,False,Off-Peak
2024-01-26 17:00:00,17,Friday,January,False,False,29.3,71,3,18.9,271,205,57,No Jam,Peak,False,Off-Peak
2024-01-26 18:00:00,18,Friday,January,False,False,28.3,75,3,14.8,711,556,145,No Jam,Shoulder,False,Shoulder
2024-01-26 19:00:00,19,Friday,January,False,False,27.4,80,3,13.0,1030,791,229,No Jam,Off-Peak,False,Peak
2024-01-26 20:00:00,20,Friday,January,False,False,26.9,82,3,14.1,673,510,154,No Jam,Shoulder,False,Shoulder
2024-01-26 21:00:00,21,Friday,January,False,False,27.0,80,1,15.3,549,425,116,No Jam,Shoulder,False,Shoulder
2024-01-26 22:00:00,22,Friday,January,False,False,26.6,83,1,19.9,357,271,78,No Jam,Off-Peak,False,Off-Peak
2024-01-26 23:00:00,23,Friday,January,False,False,25.9,85,1,20.4,953,726,215,No Jam,Peak,False,Peak
2024-01-27 00:00:00,0,Saturday,January,True,False,25.4,87,3,20.9,481,357,118,No Jam,Shoulder,False,Shoulder
2024-01-27 01:00:00,1,Saturday,January,True,False,25.1,87,3,22.8,1043,757,280,No Jam,Peak,False,Peak
2024-01-27 02:00:00,2,Saturday,January,True,False,24.9,87,3,23.0,950,721,222,No Jam,Peak,False,Peak
2024-01-27 03:00:00,3,Saturday,January,True,False,24.7,88,2,20.3,906,618,281,No Jam,Peak,False,Peak
2024-01-27 04:00:00,4,Saturday,January,True,False,24.5,88,2,15.6,366,257,102,No Jam,Off-Peak,False,Off-Peak
2024-01-27 05:00:00,5,Saturday,January,True,False,24.2,89,3,15.3,349,242,100,No Jam,Off-Peak,False,Off-Peak
2024-01-27 06:00:00,6,Saturday,January,True,False,24.1,89,1,13.9,908,677,224,No Jam,Off-Peak,False,Peak
2024-01-27 07:00:00,7,Saturday,January,True,False,23.9,90,1,13.9,611,460,143,No Jam,Shoulder,False,Shoulder
2024-01-27 08:00:00,8,Saturday,January,True,False,24.1,90,0,13.5,831,596,228,No Jam,Peak,False,Shoulder
2024-01-27 09:00:00,9,Saturday,January,True,False,26.7,82,1,17.1,383,258,118,No Jam,Off-Peak,False,Off-Peak
2024-01-27 10:00:00,10,Saturday,January,True,False,28.0,76,3,25.5,763,506,249,No Jam,Shoulder,False,Shoulder
2024-01-27 11:00:00,11,Saturday,January,True,False,29.1,71,2,21.9,584,417,158,No Jam,Shoulder,False,Shoulder
2024-01-27 12:00:00,12,Saturday,January,True,False,30.1,68,51,18.1,462,280,175,No Jam,Off-Peak,False,Off-Peak
2024-01-27 13:00:00,13,Saturday,January,True,False,30.7,65,1,19.2,785,596,180,No Jam,Shoulder,False,Shoulder
2024-01-27 14:00:00,14,Saturday,January,True,False,30.6,69,51,17.3,955,654,294,No Jam,Peak,False,Peak
2024-01-27 15:00:00,15,Saturday,January,True,False,31.2,65,1,17.8,591,398,186,No Jam,Shoulder,False,Shoulder
2024-01-27 16:00:00,16,Saturday,January,True,False,29.9,70,53,19.1,762,570,185,No Jam,Shoulder,False,Shoulder
2024-01-27 17:00:00,17,Saturday,January,True,False,29.5,71,3,18.9,882,650,225,No Jam,Peak,False,Peak
2024-01-27 18:00:00,18,Saturday,January,True,False,29.2,69,51,18.3,756,568,181,No Jam,Shoulder,False,Shoulder
2024-01-27 19:00:00,19,Saturday,January,True,False,28.3,74,3,14.0,335,214,114,No Jam,Shoulder,False,Off-Peak
2024-01-27 20:00:00,20,Saturday,January,True,False,27.5,77,3,14.8,298,174,115,No Jam,Shoulder,False,Off-Peak
2024-01-27 21:00:00,21,Saturday,January,True,False,26.9,80,3,16.1,668,471,187,No Jam,Shoulder,False,Shoulder
2024-01-27 22:00:00,22,Saturday,January,True,False,26.3,84,3,16.6,706,512,184,No Jam,Shoulder,False,Shoulder
2024-01-27 23:00:00,23,Saturday,January,True,False,26.1,86,3,17.9,791,584,195,No Jam,Shoulder,False,Shoulder
2024-01-28 00:00:00,0,Sunday,January,True,False,25.5,87,3,19.0,1123,858,262,No Jam,Peak,False,Peak
2024-01-28 01:00:00,1,Sunday,January,True,False,24.9,88,1,17.7,488,351,133,No Jam,Off-Peak,False,Off-Peak
2024-01-28 02:00:00,2,Sunday,January,True,False,24.6,88,0,16.8,612,463,145,No Jam,Shoulder,False,Shoulder
2024-01-28 03:00:00,3,Sunday,January,True,False,24.3,89,0,15.6,922,738,177,No Jam,Off-Peak,False,Peak
2024-01-28 04:00:00,4,Sunday,January,True,False,24.2,88,3,15.1,873,713,155,No Jam,Peak,False,Peak
2024-01-28 05:00:00,5,Sunday,January,True,False,24.0,89,3,13.0,544,377,163,No Jam,Off-Peak,False,Off-Peak
2024-01-28 06:00:00,6,Sunday,January,True,False,23.8,90,3,13.3,891,677,210,No Jam,Peak,False,Peak
2024-01-28 07:00:00,7,Sunday,January,True,False,23.7,90,3,12.9,742,553,184,No Jam,Shoulder,False,Shoulder
2024-01-28 08:00:00,8,Sunday,January,True,False,23.9,90,3,14.1,628,456,168,No Jam,Shoulder,False,Shoulder
2024-01-28 09:00:00,9,Sunday,January,True,False,26.3,82,0,16.6,520,420,96,No Jam,Off-Peak,False,Off-Peak
2024-01-28 10:00:00,10,Sunday,January,True,False,27.6,76,1,22.0,546,404,138,No Jam,Shoulder,False,Shoulder
2024-01-28 11:00:00,11,Sunday,January,True,False,28.6,72,0,21.3,455,326,125,No Jam,Off-Peak,False,Off-Peak
2024-01-28 12:00:00,12,Sunday,January,True,False,29.7,68,51,20.2,571,412,155,No Jam,Shoulder,False,Shoulder
2024-01-28 13:00:00,13,Sunday,January,True,False,30.3,66,51,19.4,651,466,180,No Jam,Shoulder,False,Shoulder
2024-01-28 14:00:00,14,Sunday,January,True,False,29.8,68,53,19.5,931,711,214,No Jam,Peak,False,Peak
2024-01-28 15:00:00,15,Sunday,January,True,False,30.1,70,53,15.9,612,433,173,No Jam,Shoulder,False,Shoulder
2024-01-28 16:00:00,16,Sunday,January,True,False,30.3,68,51,17.1,710,527,176,No Jam,Shoulder,False,Shoulder
2024-01-28 17:00:00,17,Sunday,January,True,False,28.4,75,51,14.0,441,351,83,No Jam,Off-Peak,False,Off-Peak
2024-01-28 18:00:00,18,Sunday,January,True,False,28.6,74,3,14.8,872,659,206,No Jam,Shoulder,False,Shoulder
2024-01-28 19:00:00,19,Sunday,January,True,False,27.8,75,3,16.0,697,544,144,No Jam,Shoulder,False,Shoulder
2024-01-28 20:00:00,20,Sunday,January,True,False,26.9,78,3,15.0,555,384,163,No Jam,Shoulder,False,Shoulder
2024-01-28 21:00:00,21,Sunday,January,True,False,26.5,81,3,15.8,590,442,138,No Jam,Shoulder,False,Shoulder
2024-01-28 22:00:00,22,Sunday,January,True,False,26.1,84,3,16.1,893,689,196,No Jam,Peak,False,Peak
2024-01-28 23:00:00,23,Sunday,January,True,False,25.7,86,3,15.3,493,371,114,No Jam,Off-Peak,False,Off-Peak
2024-01-29 00:00:00,0,Monday,January,False,False,25.3,87,3,15.4,703,563,140,No Jam,Shoulder,False,Peak
2024-01-29 01:00:00,1,Monday,January,False,False,24.9,88,3,14.4,648,504,142,No Jam,Off-Peak,False,Shoulder
2024-01-29 02:00:00,2,Monday,January,False,False,24.4,90,3,14.8,260,196,63,No Jam,Off-Peak,False,Off-Peak
2024-01-29 03:00:00,3,Monday,January,False,False,24.1,91,3,16.8,696,562,131,No Jam,Peak,False,Peak
2024-01-29 04:00:00,4,Monday,January,False,False,24.0,91,3,17.9,442,327,113,No Jam,Shoulder,False,Shoulder
2024-01-29 05:00:00,5,Monday,January,False,False,23.9,90,3,16.9,430,354,74,No Jam,Off-Peak,False,Off-Peak
2024-01-29 06:00:00,6,Monday,January,False,False,23.7,91,3,16.1,502,377,123,No Jam,Shoulder,False,Shoulder
2024-01-29 07:00:00,7,Monday,January,False,False,23.5,91,3,15.6,484,391,91,No Jam,Shoulder,False,Shoulder
2024-01-29 08:00:00,8,Monday,January,False,False,23.7,91,3,15.4,644,520,122,No Jam,Shoulder,False,Shoulder
2024-01-29 09:00:00,9,Monday,January,False,False,26.1,86,3,17.4,563,442,119,No Jam,Shoulder,False,Shoulder
2024-01-29 10:00:00,10,Monday,January,False,False,27.8,77,3,21.9,366,291,73,No Jam,Off-Peak,False,Off-Peak
2024-01-29 11:00:00,11,Monday,January,False,False,28.9,73,3,20.1,325,266,57,No Jam,Off-Peak,False,Off-Peak
2024-01-29 12:00:00,12,Monday,January,False,False,30.0,69,1,19.4,610,484,124,No Jam,Shoulder,False,Shoulder
2024-01-29 13:00:00,13,Monday,January,False,False,29.1,69,53,21.8,987,789,196,No Jam,Peak,False,Peak
2024-01-29 14:00:00,14,Monday,January,False,False,30.0,71,53,16.7,590,455,133,No Jam,Shoulder,False,Shoulder
2024-01-29 15:00:00,15,Monday,January,False,False,29.4,69,51,16.9,860,696,162,No Jam,Peak,False,Peak
2024-01-29 16:00:00,16,Monday,January,False,False,28.5,74,55,18.4,405,299,104,No Jam,Off-Peak,False,Off-Peak
2024-01-29 17:00:00,17,Monday,January,False,False,29.4,72,51,14.5,764,620,142,No Jam,Off-Peak,False,Peak
2024-01-29 18:00:00,18,Monday,January,False,False,28.7,69,51,17.3,512,395,115,No Jam,Shoulder,False,Shoulder
2024-01-29 19:00:00,19,Monday,January,False,False,27.3,79,1,13.6,648,516,130,No Jam,Shoulder,False,Shoulder
2024-01-29 20:00:00,20,Monday,January,False,False,26.3,81,1,12.8,640,528,110,No Jam,Shoulder,False,Shoulder
2024-01-29 21:00:00,21,Monday,January,False,False,26.3,81,0,10.6,656,518,136,No Jam,Peak,False,Peak
2024-01-29 22:00:00,22,Monday,January,False,False,25.8,84,0,11.5,448,370,76,No Jam,Shoulder,False,Shoulder
2024-01-29 23:00:00,23,Monday,January,False,False,25.4,85,0,14.1,343,259,82,No Jam,Off-Peak,False,Off-Peak
2024-01-30 00:00:00,0,Tuesday,January,False,False,25.0,87,0,15.2,377,282,92,No Jam,Off-Peak,False,Off-Peak
2024-01-30 01:00:00,1,Tuesday,January,False,False,24.6,88,0,14.4,675,501,171,No Jam,Off-Peak,False,Shoulder
2024-01-30 02:00:00,2,Tuesday,January,False,False,24.2,90,2,14.1,684,543,137,No Jam,Shoulder,False,Shoulder
2024-01-30 03:00:00,3,Tuesday,January,False,False,24.0,90,2,13.8,580,446,130,No Jam,Shoulder,False,Shoulder
2024-01-30 04:00:00,4,Tuesday,January,False,False,23.9,90,2,14.6,796,617,175,No Jam,Peak,False,Peak
2024-01-30 05:00:00,5,Tuesday,January,False,False,23.7,90,0,14.6,412,285,123,No Jam,Off-Peak,False,Off-Peak
2024-01-30 06:00:00,6,Tuesday,January,False,False,23.6,90,0,13.9,872,680,188,No Jam,Peak,False,Peak
2024-01-30 07:00:00,7,Tuesday,January,False,False,23.4,91,0,12.5,366,261,101,No Jam,Off-Peak,False,Off-Peak
2024-01-30 08:00:00,8,Tuesday,January,False,False,23.5,92,1,12.2,877,670,203,No Jam,Peak,False,Peak
2024-01-30 09:00:00,9,Tuesday,January,False,False,26.0,86,3,13.5,914,687,222,No Jam,Peak,False,Peak
2024-01-30 10:00:00,10,Tuesday,January,False,False,27.7,79,1,15.3,579,464,111,No Jam,Shoulder,False,Shoulder
2024-01-30 11:00:00,11,Tuesday,January,False,False,29.4,71,0,18.0,767,565,198,No Jam,Shoulder,False,Shoulder
2024-01-30 12:00:00,12,Tuesday,January,False,False,30.8,66,0,16.4,362,280,78,No Jam,Off-Peak,False,Off-Peak
2024-01-30 13:00:00,13,Tuesday,January,False,False,30.9,63,51,17.1,374,291,78,No Jam,Off-Peak,False,Off-Peak
2024-01-30 14:00:00,14,Tuesday,January,False,False,28.4,77,61,13.5,496,340,152,No Jam,Shoulder,False,Shoulder
2024-01-30 15:00:00,15,Tuesday,January,False,False,30.5,69,51,11.3,749,571,173,No Jam,Shoulder,False,Shoulder
2024-01-30 16:00:00,16,Tuesday,January,False,False,28.1,76,61,15.0,856,664,188,No Jam,Peak,False,Peak
2024-01-30 17:00:00,17,Tuesday,January,False,False,28.9,75,53,6.4,762,570,188,No Jam,Shoulder,False,Shoulder
2024-01-30 18:00:00,18,Tuesday,January,False,False,28.8,71,51,13.2,689,538,147,No Jam,Shoulder,False,Shoulder
2024-01-30 19:00:00,19,Tuesday,January,False,False,26.9,82,53,12.2,591,459,128,No Jam,Shoulder,False,Shoulder
2024-01-30 20:00:00,20,Tuesday,January,False,False,26.2,84,3,10.5,216,155,56,No Jam,Off-Peak,False,Off-Peak
2024-01-30 21:00:00,21,Tuesday,January,False,False,26.6,90,51,5.6,777,565,208,No Jam,Peak,False,Peak
2024-01-30 22:00:00,22,Tuesday,January,False,False,26.4,87,51,11.2,609,455,150,No Jam,Shoulder,False,Shoulder
2024-01-30 23:00:00,23,Tuesday,January,False,False,25.7,89,0,12.9,520,400,116,No Jam,Off-Peak,False,Shoulder
2024-01-31 00:00:00,0,Wednesday,January,False,False,25.0,90,0,12.7,217,141,76,No Jam,Off-Peak,False,Off-Peak
2024-01-31 01:00:00,1,Wednesday,January,False,False,24.6,91,0,12.5,704,474,230,No Jam,Peak,False,Peak
2024-01-31 02:00:00,2,Wednesday,January,False,False,24.3,92,0,13.0,695,455,240,No Jam,Peak,False,Peak
2024-01-31 03:00:00,3,Wednesday,January,False,False,24.1,93,0,13.7,318,215,103,No Jam,Off-Peak,False,Off-Peak
2024-01-31 04:00:00,4,Wednesday,January,False,False,23.9,92,2,13.6,511,354,157,No Jam,Shoulder,False,Shoulder
2024-01-31 05:00:00,5,Wednesday,January,False,False,23.7,92,3,14.1,495,316,179,No Jam,Shoulder,False,Shoulder
2024-01-31 06:00:00,6,Wednesday,January,False,False,23.6,92,3,14.2,413,255,158,No Jam,Shoulder,False,Shoulder
2024-01-31 07:00:00,7,Wednesday,January,False,False,23.2,94,3,12.1,486,309,177,No Jam,Shoulder,False,Shoulder
2024-01-31 08:00:00,8,Wednesday,January,False,False,23.5,92,3,13.8,641,431,210,No Jam,Shoulder,False,Peak
2024-01-31 09:00:00,9,Wednesday,January,False,False,25.5,87,3,12.2,456,304,152,No Jam,Shoulder,False,Shoulder
2024-01-31 10:00:00,10,Wednesday,January,False,False,27.5,77,3,13.7,414,278,134,No Jam,Shoulder,False,Shoulder
2024-01-31 11:00:00,11,Wednesday,January,False,False,29.4,69,1,16.9,374,239,134,No Jam,Shoulder,False,Shoulder
2024-01-31 12:00:00,12,Wednesday,January,False,False,30.9,63,3,16.1,640,423,216,No Jam,Peak,False,Peak
2024-01-31 13:00:00,13,Wednesday,January,False,False,30.9,66,3,15.8,358,246,109,No Jam,Off-Peak,False,Off-Peak
2024-01-31 14:00:00,14,Wednesday,January,False,False,30.2,72,61,10.5,290,193,95,No Jam,Off-Peak,False,Off-Peak
2024-01-31 15:00:00,15,Wednesday,January,False,False,31.3,65,51,8.7,395,243,150,No Jam,Shoulder,False,Shoulder
2024-01-31 16:00:00,16,Wednesday,January,False,False,30.1,66,55,12.2,331,229,100,No Jam,Off-Peak,False,Off-Peak
2024-01-31 17:00:00,17,Wednesday,January,False,False,28.3,76,51,11.1,571,387,182,No Jam,Peak,False,Peak
2024-01-31 18:00:00,18,Wednesday,January,False,False,29.0,74,51,10.6,250,161,87,No Jam,Off-Peak,False,Off-Peak
2024-01-31 19:00:00,19,Wednesday,January,False,False,28.2,76,3,10.2,445,296,147,No Jam,Shoulder,False,Shoulder
2024-01-31 20:00:00,20,Wednesday,January,False,False,27.5,79,3,8.7,470,333,135,No Jam,Shoulder,False,Shoulder
2024-01-31 21:00:00,21,Wednesday,January,False,False,27.1,77,3,7.0,666,437,227,No Jam,Peak,False,Peak
2024-01-31 22:00:00,22,Wednesday,January,False,False,26.6,79,3,8.3,366,241,123,No Jam,Shoulder,False,Shoulder
2024-01-31 23:00:00,23,Wednesday,January,False,False,26.2,82,3,9.4,488,339,147,No Jam,Shoulder,False,Shoulder
2024-02-01 00:00:00,0,Thursday,February,False,False,25.7,85,3,10.2,161,122,31,No Jam,Off-Peak,False,Off-Peak
2024-02-01 01:00:00,1,Thursday,February,False,False,25.4,87,3,10.9,204,141,50,No Jam,Off-Peak,False,Off-Peak
2024-02-01 02:00:00,2,Thursday,February,False,False,25.1,88,3,13.7,247,211,31,No Jam,Off-Peak,False,Off-Peak
2024-02-01 03:00:00,3,Thursday,February,False,False,24.9,90,0,15.3,316,235,71,No Jam,Off-Peak,False,Off-Peak
2024-02-01 04:00:00,4,Thursday,February,False,False,24.6,92,2,13.8,353,274,74,No Jam,Off-Peak,False,Off-Peak
2024-02-01 05:00:00,5,Thursday,February,False,False,24.4,93,2,13.2,497,395,97,No Jam,Shoulder,False,Shoulder
2024-02-01 06:00:00,6,Thursday,February,False,False,24.3,93,3,12.8,442,303,127,No Jam,Off-Peak,False,Off-Peak
2024-02-01 07:00:00,7,Thursday,February,False,False,24.2,94,3,12.0,495,395,91,No Jam,Shoulder,False,Shoulder
2024-02-01 08:00:00,8,Thursday,February,False,False,24.8,91,3,13.5,581,454,122,No Jam,Shoulder,False,Shoulder
2024-02-01 09:00:00,9,Thursday,February,False,False,27.0,88,51,16.8,753,641,104,No Jam,Shoulder,False,Shoulder
2024-02-01 10:00:00,10,Thursday,February,False,False,28.0,84,51,14.8,747,569,169,No Jam,Shoulder,False,Shoulder
2024-02-01 11:00:00,11,Thursday,February,False,False,29.0,78,51,14.1,780,623,151,No Jam,Shoulder,False,Shoulder
2024-02-01 12:00:00,12,Thursday,February,False,False,29.9,72,3,14.3,894,720,162,No Jam,Shoulder,False,Shoulder
2024-02-01 13:00:00,13,Thursday,February,False,False,31.1,69,51,13.2,978,811,163,No Jam,Shoulder,False,Shoulder
2024-02-01 14:00:00,14,Thursday,February,False,False,28.9,74,63,17.1,1340,1109,221,No Jam,Peak,False,Peak
2024-02-01 15:00:00,15,Thursday,February,False,False,29.1,76,51,10.3,1149,951,195,No Jam,Peak,False,Peak
2024-02-01 16:00:00,16,Thursday,February,False,False,30.1,71,3,12.6,1185,876,300,No Jam,Peak,False,Peak
2024-02-01 17:00:00,17,Thursday,February,False,False,28.1,79,53,12.7,1300,951,342,Jam Likely,Peak,False,Peak
2024-02-01 18:00:00,18,Thursday,February,False,False,27.5,82,3,11.2,1420,1159,245,Jam Likely,Peak,True,Peak
2024-02-01 19:00:00,19,Thursday,February,False,False,27.0,84,3,9.5,1137,888,241,No Jam,Shoulder,False,Shoulder
2024-02-01 20:00:00,20,Thursday,February,False,False,26.4,87,3,10.8,1085,881,194,No Jam,Shoulder,False,Shoulder
2024-02-01 21:00:00,21,Thursday,February,False,False,26.0,93,53,8.2,1168,955,185,No Jam,Shoulder,False,Peak
2024-02-01 22:00:00,22,Thursday,February,False,False,25.9,94,3,10.9,932,762,146,No Jam,Shoulder,False,Shoulder
2024-02-01 23:00:00,23,Thursday,February,False,False,25.4,94,3,10.3,679,540,125,No Jam,Shoulder,False,Shoulder
2024-02-02 00:00:00,0,Friday,February,False,False,25.1,94,3,7.7,265,248,12,No Jam,Off-Peak,False,Off-Peak
2024-02-02 01:00:00,1,Friday,February,False,False,25.0,94,3,9.7,310,289,14,No Jam,Off-Peak,False,Off-Peak
2024-02-02 02:00:00,2,Friday,February,False,False,24.9,94,3,10.7,492,459,15,No Jam,Off-Peak,False,Off-Peak
2024-02-02 03:00:00,3,Friday,February,False,False,24.8,93,3,12.2,531,475,38,No Jam,Off-Peak,False,Off-Peak
2024-02-02 04:00:00,4,Friday,February,False,False,24.6,92,3,12.5,642,547,76,No Jam,Shoulder,False,Shoulder
2024-02-02 05:00:00,5,Friday,February,False,False,24.4,93,3,11.5,600,489,93,No Jam,Off-Peak,False,Off-Peak
2024-02-02 06:00:00,6,Friday,February,False,False,24.2,94,3,11.3,625,544,69,No Jam,Shoulder,False,Shoulder
2024-02-02 07:00:00,7,Friday,February,False,False,24.1,95,3,11.8,612,518,79,No Jam,Shoulder,False,Off-Peak
2024-02-02 08:00:00,8,Friday,February,False,False,24.3,95,3,11.8,989,866,112,No Jam,Peak,False,Shoulder
2024-02-02 09:00:00,9,Friday,February,False,False,26.8,87,3,10.8,1171,973,182,No Jam,Shoulder,False,Shoulder
2024-02-02 10:00:00,10,Friday,February,False,False,28.3,80,3,13.6,1466,1261,193,Jam Likely,Shoulder,True,Shoulder
2024-02-02 11:00:00,11,Friday,February,False,False,29.1,71,3,15.9,1676,1485,175,No Jam,Peak,True,Peak
2024-02-02 12:00:00,12,Friday,February,False,False,29.8,68,3,16.8,1730,1476,245,No Jam,Peak,True,Peak
2024-02-02 13:00:00,13,Friday,February,False,False,29.9,64,3,16.8,1450,1151,281,Jam Likely,Peak,True,Shoulder
2024-02-02 14:00:00,14,Friday,February,False,False,30.7,61,3,15.1,1411,1126,272,Jam Likely,Shoulder,True,Shoulder
2024-02-02 15:00:00,15,Friday,February,False,False,31.3,62,3,11.8,1368,1050,304,No Jam,Shoulder,False,Shoulder
2024-02-02 16:00:00,16,Friday,February,False,False,31.3,63,51,9.7,1656,1331,315,Jam Likely,Peak,True,Peak
2024-02-02 17:00:00,17,Friday,February,False,False,27.4,81,63,12.0,2205,1834,362,Jam Likely,Peak,True,Peak
2024-02-02 18:00:00,18,Friday,February,False,False,26.8,84,61,4.8,1994,1710,281,Jam Likely,Peak,True,Peak
2024-02-02 19:00:00,19,Friday,February,False,False,27.2,87,3,5.5,1563,1260,290,No Jam,Peak,True,Peak
2024-02-02 20:00:00,20,Friday,February,False,False,26.5,90,3,8.3,1001,766,221,No Jam,Shoulder,False,Shoulder
2024-02-02 21:00:00,21,Friday,February,False,False,26.0,94,53,4.2,956,715,230,No Jam,Shoulder,False,Shoulder
2024-02-02 22:00:00,22,Friday,February,False,False,24.8,91,61,11.6,756,527,206,No Jam,Shoulder,False,Shoulder
2024-02-02 23:00:00,23,Friday,February,False,False,24.1,96,61,5.9,676,468,185,No Jam,Shoulder,False,Shoulder
2024-02-03 00:00:00,0,Saturday,February,True,False,24.1,97,51,6.4,327,271,48,No Jam,Off-Peak,False,Off-Peak
2024-02-03 01:00:00,1,Saturday,February,True,False,24.0,98,51,2.4,430,366,60,No Jam,Off-Peak,False,Off-Peak
2024-02-03 02:00:00,2,Saturday,February,True,False,23.8,99,3,2.7,416,359,45,No Jam,Off-Peak,False,Off-Peak
2024-02-03 03:00:00,3,Saturday,February,True,False,24.1,96,3,3.8,402,345,49,No Jam,Off-Peak,False,Off-Peak
2024-02-03 04:00:00,4,Saturday,February,True,False,24.0,97,3,4.7,348,280,57,No Jam,Off-Peak,False,Off-Peak
2024-02-03 05:00:00,5,Saturday,February,True,False,24.2,96,3,7.6,478,404,58,No Jam,Off-Peak,False,Off-Peak
2024-02-03 06:00:00,6,Saturday,February,True,False,24.0,97,3,5.4,542,478,52,No Jam,Shoulder,False,Shoulder
2024-02-03 07:00:00,7,Saturday,February,True,False,23.7,98,3,6.4,639,535,90,No Jam,Shoulder,False,Shoulder
2024-02-03 08:00:00,8,Saturday,February,True,False,23.8,98,3,5.4,690,582,98,No Jam,Shoulder,False,Shoulder
2024-02-03 09:00:00,9,Saturday,February,True,False,26.4,90,3,8.7,805,694,103,No Jam,Shoulder,False,Shoulder
2024-02-03 10:00:00,10,Saturday,February,True,False,28.1,83,3,10.5,890,672,214,No Jam,Shoulder,False,Shoulder
2024-02-03 11:00:00,11,Saturday,February,True,False,28.8,78,51,7.8,955,722,223,No Jam,Shoulder,False,Shoulder
2024-02-03 12:00:00,12,Saturday,February,True,False,28.8,78,51,1.3,1296,950,340,No Jam,Shoulder,False,Shoulder
2024-02-03 13:00:00,13,Saturday,February,True,False,28.2,81,63,4.2,1600,1218,372,Jam Likely,Peak,True,Peak
2024-02-03 14:00:00,14,Saturday,February,True,False,27.4,83,51,14.0,1456,1269,178,Jam Likely,Shoulder,True,Peak
2024-02-03 15:00:00,15,Saturday,February,True,False,26.9,86,55,10.5,1530,1267,251,Jam Likely,Peak,True,Peak
2024-02-03 16:00:00,16,Saturday,February,True,False,27.4,81,53,10.2,1624,1270,346,Jam Likely,Peak,True,Peak
