datetime,hour,day_of_week,month,is_weekend,is_holiday_mlk,temperature_2m,relative_humidity_2m,weathercode,windspeed_10m,total_traffic,total_car,total_motorcycle,predicted_jam_label,predicted_peak_category,is_jam,peak_category_daily
2024-01-01 00:00:00,0,Monday,January,False,True,25.3,92,3,5.9,368,291,77,No Jam,Off-Peak,False,Off-Peak
2024-01-01 01:00:00,1,Monday,January,False,True,25.0,91,3,6.3,393,291,102,No Jam,Shoulder,False,Shoulder
2024-01-01 02:00:00,2,Monday,January,False,True,24.7,93,1,7.5,544,383,161,No Jam,Peak,False,Peak
2024-01-01 03:00:00,3,Monday,January,False,True,24.5,94,2,8.4,377,287,90,No Jam,Peak,False,Off-Peak
2024-01-01 04:00:00,4,Monday,January,False,True,24.3,94,2,9.7,415,301,113,No Jam,Shoulder,False,Shoulder
2024-01-01 05:00:00,5,Monday,January,False,True,24.1,95,3,9.3,556,378,176,No Jam,Peak,False,Peak
2024-01-01 06:00:00,6,Monday,January,False,True,23.9,96,3,9.7,547,380,165,No Jam,Peak,False,Peak
2024-01-01 07:00:00,7,Monday,January,False,True,23.6,97,3,8.2,398,297,99,No Jam,Shoulder,False,Shoulder
2024-01-01 08:00:00,8,Monday,January,False,True,24.1,95,3,8.4,373,285,86,No Jam,Off-Peak,False,Off-Peak
2024-01-01 09:00:00,9,Monday,January,False,True,26.4,89,3,8.9,525,360,163,No Jam,Shoulder,False,Shoulder
2024-01-01 10:00:00,10,Monday,January,False,True,28.1,79,3,11.3,514,365,147,No Jam,Shoulder,False,Shoulder
2024-01-01 11:00:00,11,Monday,January,False,True,29.4,72,3,12.4,445,319,124,No Jam,Shoulder,False,Shoulder
2024-01-01 12:00:00,12,Monday,January,False,True,30.3,68,3,14.0,433,306,124,No Jam,Shoulder,False,Shoulder
2024-01-01 13:00:00,13,Monday,January,False,True,30.8,66,51,12.4,533,370,160,No Jam,Peak,False,Peak
2024-01-01 14:00:00,14,Monday,January,False,True,31.1,66,3,14.1,505,352,150,No Jam,Shoulder,False,Shoulder
2024-01-01 15:00:00,15,Monday,January,False,True,31.0,64,51,13.3,326,253,70,No Jam,Off-Peak,False,Off-Peak
2024-01-01 16:00:00,16,Monday,January,False,True,30.4,68,51,8.7,363,273,87,No Jam,Shoulder,False,Off-Peak
2024-01-01 17:00:00,17,Monday,January,False,True,28.0,79,51,11.3,355,274,77,No Jam,Off-Peak,False,Off-Peak
2024-01-01 18:00:00,18,Monday,January,False,True,27.4,83,3,8.5,532,363,163,No Jam,Shoulder,False,Shoulder
2024-01-01 19:00:00,19,Monday,January,False,True,26.9,85,3,5.6,574,394,174,No Jam,Peak,False,Peak
2024-01-01 20:00:00,20,Monday,January,False,True,26.2,91,3,3.1,408,304,100,No Jam,Shoulder,False,Shoulder
2024-01-01 21:00:00,21,Monday,January,False,True,26.2,91,3,5.9,618,415,199,No Jam,Peak,False,Peak
2024-01-01 22:00:00,22,Monday,January,False,True,25.8,93,3,4.7,461,323,134,No Jam,Shoulder,False,Shoulder
2024-01-01 23:00:00,23,Monday,January,False,True,25.5,95,3,4.2,462,331,127,No Jam,Shoulder,False,Shoulder
2024-01-02 00:00:00,0,Tuesday,January,False,False,25.2,95,3,3.8,406,364,41,No Jam,Off-Peak,False,Shoulder
2024-01-02 01:00:00,1,Tuesday,January,False,False,24.8,96,3,4.2,163,139,23,No Jam,Off-Peak,False,Off-Peak
2024-01-02 02:00:00,2,Tuesday,January,False,False,24.6,95,3,4.6,375,339,35,No Jam,Shoulder,False,Shoulder
2024-01-02 03:00:00,3,Tuesday,January,False,False,24.7,95,3,8.2,549,493,55,No Jam,Peak,False,Peak
2024-01-02 04:00:00,4,Tuesday,January,False,False,24.5,96,3,9.2,528,465,62,No Jam,Peak,False,Peak
2024-01-02 05:00:00,5,Tuesday,January,False,False,24.4,96,3,8.7,232,199,32,No Jam,Off-Peak,False,Off-Peak
2024-01-02 06:00:00,6,Tuesday,January,False,False,24.2,96,3,9.3,578,519,57,No Jam,Peak,False,Peak
2024-01-02 07:00:00,7,Tuesday,January,False,False,24.2,95,3,8.9,290,258,31,No Jam,Shoulder,False,Shoulder
2024-01-02 08:00:00,8,Tuesday,January,False,False,24.6,93,3,10.7,282,244,37,No Jam,Shoulder,False,Shoulder
2024-01-02 09:00:00,9,Tuesday,January,False,False,25.4,94,53,9.2,180,159,20,No Jam,Peak,False,Off-Peak
2024-01-02 10:00:00,10,Tuesday,January,False,False,26.9,89,51,11.0,592,533,58,No Jam,Shoulder,False,Peak
2024-01-02 11:00:00,11,Tuesday,January,False,False,27.6,83,53,10.0,479,420,58,No Jam,Shoulder,False,Shoulder
2024-01-02 12:00:00,12,Tuesday,January,False,False,28.5,77,3,10.0,403,351,50,No Jam,Shoulder,False,Shoulder
2024-01-02 13:00:00,13,Tuesday,January,False,False,29.3,72,3,11.2,535,483,50,No Jam,Peak,False,Peak
2024-01-02 14:00:00,14,Tuesday,January,False,False,29.7,72,3,11.7,381,342,37,No Jam,Shoulder,False,Shoulder
2024-01-02 15:00:00,15,Tuesday,January,False,False,30.1,67,3,10.3,404,348,54,No Jam,Shoulder,False,Shoulder
2024-01-02 16:00:00,16,Tuesday,January,False,False,29.1,71,51,11.8,317,273,42,No Jam,Shoulder,False,Shoulder
2024-01-02 17:00:00,17,Tuesday,January,False,False,29.0,74,51,15.1,218,182,34,No Jam,Off-Peak,False,Off-Peak
2024-01-02 18:00:00,18,Tuesday,January,False,False,28.0,79,3,15.4,484,434,48,No Jam,Shoulder,False,Shoulder
2024-01-02 19:00:00,19,Tuesday,January,False,False,27.3,82,3,12.7,231,194,34,No Jam,Off-Peak,False,Off-Peak
2024-01-02 20:00:00,20,Tuesday,January,False,False,26.7,83,3,11.6,473,415,56,No Jam,Shoulder,False,Shoulder
2024-01-02 21:00:00,21,Tuesday,January,False,False,26.5,86,51,9.2,526,467,56,No Jam,Peak,False,Peak
2024-01-02 22:00:00,22,Tuesday,January,False,False,26.3,89,51,9.7,264,231,30,No Jam,Off-Peak,False,Off-Peak
2024-01-02 23:00:00,23,Tuesday,January,False,False,26.2,88,3,11.0,504,449,52,No Jam,Shoulder,False,Shoulder
2024-01-03 00:00:00,0,Wednesday,January,False,False,25.9,88,3,10.6,749,597,148,No Jam,Peak,False,Peak
2024-01-03 01:00:00,1,Wednesday,January,False,False,25.6,90,3,14.3,745,553,185,No Jam,Peak,False,Peak
2024-01-03 02:00:00,2,Wednesday,January,False,False,25.3,91,3,14.4,613,478,129,No Jam,Shoulder,False,Shoulder
2024-01-03 03:00:00,3,Wednesday,January,False,False,25.1,91,3,12.9,448,316,127,No Jam,Off-Peak,False,Off-Peak
2024-01-03 04:00:00,4,Wednesday,January,False,False,25.1,91,3,12.3,873,646,221,No Jam,Peak,False,Peak
2024-01-03 05:00:00,5,Wednesday,January,False,False,24.7,93,3,11.3,366,268,93,No Jam,Off-Peak,False,Off-Peak
2024-01-03 06:00:00,6,Wednesday,January,False,False,24.5,94,3,9.7,287,202,80,No Jam,Off-Peak,False,Off-Peak
2024-01-03 07:00:00,7,Wednesday,January,False,False,24.2,96,3,5.4,474,351,117,No Jam,Shoulder,False,Shoulder
2024-01-03 08:00:00,8,Wednesday,January,False,False,24.8,94,3,8.4,314,226,83,No Jam,Off-Peak,False,Off-Peak
2024-01-03 09:00:00,9,Wednesday,January,False,False,26.2,87,53,13.1,700,554,141,No Jam,Shoulder,False,Shoulder
2024-01-03 10:00:00,10,Wednesday,January,False,False,27.4,85,51,8.4,525,374,146,No Jam,Shoulder,False,Shoulder
2024-01-03 11:00:00,11,Wednesday,January,False,False,28.2,78,51,12.1,478,345,128,No Jam,Shoulder,False,Shoulder
2024-01-03 12:00:00,12,Wednesday,January,False,False,28.5,77,53,11.1,611,477,128,No Jam,Shoulder,False,Shoulder
2024-01-03 13:00:00,13,Wednesday,January,False,False,29.8,70,51,10.0,874,654,214,No Jam,Peak,False,Peak
2024-01-03 14:00:00,14,Wednesday,January,False,False,30.3,66,3,7.6,587,435,146,No Jam,Shoulder,False,Shoulder
2024-01-03 15:00:00,15,Wednesday,January,False,False,30.5,63,3,6.9,325,250,68,No Jam,Shoulder,False,Off-Peak
2024-01-03 16:00:00,16,Wednesday,January,False,False,29.9,66,51,8.1,438,305,127,No Jam,Shoulder,False,Off-Peak
2024-01-03 17:00:00,17,Wednesday,January,False,False,28.8,76,51,10.5,668,495,166,No Jam,Shoulder,False,Shoulder
2024-01-03 18:00:00,18,Wednesday,January,False,False,27.5,82,3,11.6,1012,783,222,No Jam,Shoulder,False,Peak
2024-01-03 19:00:00,19,Wednesday,January,False,False,27.0,86,3,10.6,525,375,143,No Jam,Shoulder,False,Shoulder
2024-01-03 20:00:00,20,Wednesday,January,False,False,26.6,88,3,8.7,711,562,143,No Jam,Shoulder,False,Shoulder
2024-01-03 21:00:00,21,Wednesday,January,False,False,26.1,90,55,5.4,1050,811,232,No Jam,Peak,False,Peak
2024-01-03 22:00:00,22,Wednesday,January,False,False,25.0,96,65,3.4,660,513,140,No Jam,Shoulder,False,Shoulder
2024-01-03 23:00:00,23,Wednesday,January,False,False,24.9,96,53,3.8,530,398,125,No Jam,Shoulder,False,Shoulder
2024-01-04 00:00:00,0,Thursday,January,False,False,25.1,96,51,3.1,574,416,151,No Jam,Shoulder,False,Shoulder
2024-01-04 01:00:00,1,Thursday,January,False,False,24.9,96,53,2.9,686,527,153,No Jam,Peak,False,Peak
2024-01-04 02:00:00,2,Thursday,January,False,False,25.0,96,51,2.5,644,495,143,No Jam,Shoulder,False,Shoulder
2024-01-04 03:00:00,3,Thursday,January,False,False,24.8,96,51,6.1,683,503,173,No Jam,Off-Peak,False,Shoulder
2024-01-04 04:00:00,4,Thursday,January,False,False,24.7,96,51,6.3,270,183,81,No Jam,Off-Peak,False,Off-Peak
2024-01-04 05:00:00,5,Thursday,January,False,False,24.6,96,3,7.8,266,200,59,No Jam,Off-Peak,False,Off-Peak
2024-01-04 06:00:00,6,Thursday,January,False,False,24.4,96,3,8.7,529,400,122,No Jam,Shoulder,False,Shoulder
2024-01-04 07:00:00,7,Thursday,January,False,False,24.3,96,3,8.3,598,417,172,No Jam,Shoulder,False,Shoulder
2024-01-04 08:00:00,8,Thursday,January,False,False,24.6,96,3,9.3,453,324,122,No Jam,Shoulder,False,Shoulder
2024-01-04 09:00:00,9,Thursday,January,False,False,25.5,91,3,7.9,643,497,138,No Jam,Shoulder,False,Shoulder
2024-01-04 10:00:00,10,Thursday,January,False,False,26.5,87,3,6.4,349,256,87,No Jam,Off-Peak,False,Off-Peak
2024-01-04 11:00:00,11,Thursday,January,False,False,28.4,78,3,11.6,822,617,195,No Jam,Peak,False,Peak
2024-01-04 12:00:00,12,Thursday,January,False,False,29.7,72,3,14.1,789,598,182,No Jam,Shoulder,False,Peak
2024-01-04 13:00:00,13,Thursday,January,False,False,30.0,69,3,14.4,294,214,73,No Jam,Shoulder,False,Off-Peak
2024-01-04 14:00:00,14,Thursday,January,False,False,30.7,67,3,13.4,544,403,134,No Jam,Shoulder,False,Shoulder
2024-01-04 15:00:00,15,Thursday,January,False,False,28.5,78,61,14.0,384,286,91,No Jam,Off-Peak,False,Off-Peak
2024-01-04 16:00:00,16,Thursday,January,False,False,27.6,81,61,14.8,556,418,129,No Jam,Shoulder,False,Shoulder
2024-01-04 17:00:00,17,Thursday,January,False,False,26.6,84,63,11.2,712,519,184,No Jam,Peak,False,Peak
2024-01-04 18:00:00,18,Thursday,January,False,False,25.8,89,53,12.8,776,602,166,No Jam,Peak,False,Peak
2024-01-04 19:00:00,19,Thursday,January,False,False,25.2,91,3,12.8,650,492,149,No Jam,Shoulder,False,Shoulder
2024-01-04 20:00:00,20,Thursday,January,False,False,25.0,92,3,12.4,556,423,124,No Jam,Shoulder,False,Shoulder
2024-01-04 21:00:00,21,Thursday,January,False,False,24.8,92,3,12.2,965,670,285,No Jam,Peak,False,Peak
2024-01-04 22:00:00,22,Thursday,January,False,False,24.7,92,3,11.3,609,426,170,No Jam,Shoulder,False,Shoulder
2024-01-04 23:00:00,23,Thursday,January,False,False,24.8,93,51,13.3,272,181,79,No Jam,Off-Peak,False,Off-Peak
2024-01-05 00:00:00,0,Friday,January,False,False,24.9,94,51,13.6,651,490,155,No Jam,Shoulder,False,Shoulder
2024-01-05 01:00:00,1,Friday,January,False,False,24.8,94,51,15.2,742,558,177,No Jam,Peak,False,Peak
2024-01-05 02:00:00,2,Friday,January,False,False,24.7,93,51,15.9,567,406,154,No Jam,Shoulder,False,Shoulder
2024-01-05 03:00:00,3,Friday,January,False,False,24.6,93,51,17.3,729,559,163,No Jam,Shoulder,False,Shoulder
2024-01-05 04:00:00,4,Friday,January,False,False,24.4,93,51,14.6,670,510,154,No Jam,Shoulder,False,Shoulder
2024-01-05 05:00:00,5,Friday,January,False,False,24.2,94,3,13.4,390,278,106,No Jam,Off-Peak,False,Off-Peak
2024-01-05 06:00:00,6,Friday,January,False,False,23.9,96,3,13.9,548,400,142,No Jam,Shoulder,False,Shoulder
2024-01-05 07:00:00,7,Friday,January,False,False,23.8,96,2,13.2,529,413,110,No Jam,Shoulder,False,Shoulder
2024-01-05 08:00:00,8,Friday,January,False,False,24.2,95,1,13.1,428,306,115,No Jam,Off-Peak,False,Off-Peak
2024-01-05 09:00:00,9,Friday,January,False,False,25.3,90,51,11.2,180,136,38,No Jam,Shoulder,False,Off-Peak
2024-01-05 10:00:00,10,Friday,January,False,False,26.0,88,51,11.6,895,666,223,No Jam,Peak,False,Peak
2024-01-05 11:00:00,11,Friday,January,False,False,27.2,81,51,14.7,819,606,206,No Jam,Peak,False,Peak
2024-01-05 12:00:00,12,Friday,January,False,False,27.4,81,51,15.5,815,631,177,No Jam,Peak,False,Peak
2024-01-05 13:00:00,13,Friday,January,False,False,28.6,74,3,16.3,846,627,211,No Jam,Shoulder,False,Peak
2024-01-05 14:00:00,14,Friday,January,False,False,30.1,69,3,15.6,356,259,89,No Jam,Off-Peak,False,Off-Peak
2024-01-05 15:00:00,15,Friday,January,False,False,30.2,70,51,13.2,449,317,126,No Jam,Shoulder,False,Shoulder
2024-01-05 16:00:00,16,Friday,January,False,False,28.5,75,51,12.6,559,427,125,No Jam,Shoulder,False,Shoulder
2024-01-05 17:00:00,17,Friday,January,False,False,27.2,83,55,5.7,856,658,190,No Jam,Peak,False,Peak
2024-01-05 18:00:00,18,Friday,January,False,False,27.4,83,3,10.9,728,530,190,No Jam,Shoulder,False,Shoulder
2024-01-05 19:00:00,19,Friday,January,False,False,27.0,82,3,10.4,310,233,71,No Jam,Off-Peak,False,Off-Peak
2024-01-05 20:00:00,20,Friday,January,False,False,26.5,84,3,10.7,710,550,153,No Jam,Shoulder,False,Shoulder
2024-01-05 21:00:00,21,Friday,January,False,False,26.1,84,3,14.0,728,561,160,No Jam,Shoulder,False,Shoulder
2024-01-05 22:00:00,22,Friday,January,False,False,25.8,85,3,10.3,594,440,145,No Jam,Shoulder,False,Shoulder
2024-01-05 23:00:00,23,Friday,January,False,False,25.6,85,3,10.9,303,201,93,No Jam,Off-Peak,False,Off-Peak
2024-01-06 00:00:00,0,Saturday,January,True,False,25.2,87,2,13.2,303,212,86,No Jam,Off-Peak,False,Off-Peak
2024-01-06 01:00:00,1,Saturday,January,True,False,25.1,87,3,12.6,829,583,239,No Jam,Peak,False,Peak
2024-01-06 02:00:00,2,Saturday,January,True,False,24.8,89,3,12.1,482,318,158,No Jam,Peak,False,Shoulder
2024-01-06 03:00:00,3,Saturday,January,True,False,24.9,88,3,11.3,790,587,195,No Jam,Peak,False,Peak
2024-01-06 04:00:00,4,Saturday,January,True,False,24.7,89,1,11.1,687,491,188,No Jam,Shoulder,False,Shoulder
2024-01-06 05:00:00,5,Saturday,January,True,False,24.3,91,3,8.8,416,297,113,No Jam,Off-Peak,False,Off-Peak
2024-01-06 06:00:00,6,Saturday,January,True,False,24.1,92,1,10.6,334,226,101,No Jam,Off-Peak,False,Off-Peak
2024-01-06 07:00:00,7,Saturday,January,True,False,24.2,92,2,10.5,750,594,144,No Jam,Shoulder,False,Shoulder
2024-01-06 08:00:00,8,Saturday,January,True,False,24.3,92,3,11.2,412,298,108,No Jam,Off-Peak,False,Off-Peak
2024-01-06 09:00:00,9,Saturday,January,True,False,25.8,88,3,13.1,759,528,224,No Jam,Shoulder,False,Shoulder
2024-01-06 10:00:00,10,Saturday,January,True,False,26.1,86,51,14.4,793,583,203,No Jam,Peak,False,Peak
2024-01-06 11:00:00,11,Saturday,January,True,False,25.4,93,63,10.4,334,248,80,No Jam,Peak,False,Off-Peak
2024-01-06 12:00:00,12,Saturday,January,True,False,25.6,91,61,10.8,695,502,186,No Jam,Shoulder,False,Shoulder
2024-01-06 13:00:00,13,Saturday,January,True,False,26.5,88,55,4.6,230,165,59,No Jam,Peak,False,Off-Peak
2024-01-06 14:00:00,14,Saturday,January,True,False,28.0,86,51,10.1,697,519,169,No Jam,Shoulder,False,Shoulder
2024-01-06 15:00:00,15,Saturday,January,True,False,26.2,87,63,10.4,960,698,254,No Jam,Peak,False,Peak
2024-01-06 16:00:00,16,Saturday,January,True,False,27.3,84,51,3.7,638,469,161,No Jam,Shoulder,False,Shoulder
2024-01-06 17:00:00,17,Saturday,January,True,False,25.8,94,65,9.0,454,338,108,No Jam,Peak,False,Shoulder
2024-01-06 18:00:00,18,Saturday,January,True,False,25.7,91,63,9.3,529,362,160,No Jam,Shoulder,False,Shoulder
2024-01-06 19:00:00,19,Saturday,January,True,False,25.5,92,51,9.1,536,416,112,No Jam,Shoulder,False,Shoulder
2024-01-06 20:00:00,20,Saturday,January,True,False,25.0,94,53,8.5,769,584,176,No Jam,Peak,False,Peak
2024-01-06 21:00:00,21,Saturday,January,True,False,25.2,93,3,11.3,701,505,188,No Jam,Shoulder,False,Shoulder
2024-01-06 22:00:00,22,Saturday,January,True,False,25.1,93,3,8.9,507,354,143,No Jam,Shoulder,False,Shoulder
2024-01-06 23:00:00,23,Saturday,January,True,False,24.9,95,3,7.6,920,600,305,No Jam,Shoulder,False,Peak
2024-01-07 00:00:00,0,Sunday,January,True,False,24.9,95,3,7.2,554,365,183,No Jam,Shoulder,False,Shoulder
2024-01-07 01:00:00,1,Sunday,January,True,False,24.7,96,3,8.3,515,383,126,No Jam,Shoulder,False,Shoulder
2024-01-07 02:00:00,2,Sunday,January,True,False,24.3,97,3,4.8,769,554,209,No Jam,Shoulder,False,Shoulder
2024-01-07 03:00:00,3,Sunday,January,True,False,24.1,97,3,8.6,568,391,170,No Jam,Shoulder,False,Shoulder
2024-01-07 04:00:00,4,Sunday,January,True,False,23.8,96,53,6.6,1037,786,245,No Jam,Peak,False,Peak
2024-01-07 05:00:00,5,Sunday,January,True,False,23.6,96,53,5.7,417,280,127,No Jam,Off-Peak,False,Off-Peak
2024-01-07 06:00:00,6,Sunday,January,True,False,23.5,97,61,9.6,301,215,79,No Jam,Off-Peak,False,Off-Peak
2024-01-07 07:00:00,7,Sunday,January,True,False,23.4,96,61,2.6,459,344,109,No Jam,Off-Peak,False,Off-Peak
2024-01-07 08:00:00,8,Sunday,January,True,False,23.4,98,61,11.5,704,518,180,No Jam,Shoulder,False,Shoulder
2024-01-07 09:00:00,9,Sunday,January,True,False,25.0,94,51,4.6,464,351,106,No Jam,Off-Peak,False,Off-Peak
2024-01-07 10:00:00,10,Sunday,January,True,False,25.4,93,53,2.0,609,435,166,No Jam,Shoulder,False,Shoulder
2024-01-07 11:00:00,11,Sunday,January,True,False,25.6,91,53,4.4,585,407,171,No Jam,Shoulder,False,Shoulder
2024-01-07 12:00:00,12,Sunday,January,True,False,25.6,90,55,5.8,696,523,166,No Jam,Shoulder,False,Shoulder
2024-01-07 13:00:00,13,Sunday,January,True,False,25.4,91,61,9.5,603,402,194,No Jam,Shoulder,False,Shoulder
2024-01-07 14:00:00,14,Sunday,January,True,False,25.2,93,63,10.8,792,571,214,No Jam,Peak,False,Peak
2024-01-07 15:00:00,15,Sunday,January,True,False,25.7,91,61,12.4,687,466,212,No Jam,Shoulder,False,Shoulder
2024-01-07 16:00:00,16,Sunday,January,True,False,26.3,88,53,12.4,1305,996,301,No Jam,Shoulder,False,Peak
2024-01-07 17:00:00,17,Sunday,January,True,False,27.0,85,51,12.1,814,621,185,No Jam,Peak,False,Peak
2024-01-07 18:00:00,18,Sunday,January,True,False,26.7,86,3,11.5,516,382,127,No Jam,Shoulder,False,Shoulder
2024-01-07 19:00:00,19,Sunday,January,True,False,26.1,87,51,12.3,360,271,81,No Jam,Off-Peak,False,Off-Peak
2024-01-07 20:00:00,20,Sunday,January,True,False,25.3,89,51,12.2,889,678,200,No Jam,Peak,False,Peak
2024-01-07 21:00:00,21,Sunday,January,True,False,24.5,94,51,9.2,347,244,93,No Jam,Off-Peak,False,Off-Peak
2024-01-07 22:00:00,22,Sunday,January,True,False,24.3,95,51,9.2,532,402,119,No Jam,Shoulder,False,Shoulder
2024-01-07 23:00:00,23,Sunday,January,True,False,24.0,96,51,9.9,1638,1278,347,Jam Likely,Shoulder,True,Peak
2024-01-08 00:00:00,0,Monday,January,False,False,23.8,96,51,9.2,370,264,102,No Jam,Off-Peak,False,Off-Peak
2024-01-08 01:00:00,1,Monday,January,False,False,23.7,97,53,8.0,779,630,144,No Jam,Shoulder,False,Shoulder
2024-01-08 02:00:00,2,Monday,January,False,False,23.7,96,3,10.7,805,626,173,No Jam,Off-Peak,False,Peak
2024-01-08 03:00:00,3,Monday,January,False,False,23.7,97,3,11.5,290,210,75,No Jam,Off-Peak,False,Off-Peak
2024-01-08 04:00:00,4,Monday,January,False,False,23.7,96,3,11.0,454,344,105,No Jam,Shoulder,False,Shoulder
2024-01-08 05:00:00,5,Monday,January,False,False,23.7,96,3,11.2,504,401,97,No Jam,Off-Peak,False,Shoulder
2024-01-08 06:00:00,6,Monday,January,False,False,23.6,96,3,10.7,503,370,127,No Jam,Shoulder,False,Shoulder
2024-01-08 07:00:00,7,Monday,January,False,False,23.6,96,3,9.7,462,328,129,No Jam,Shoulder,False,Shoulder
2024-01-08 08:00:00,8,Monday,January,False,False,23.9,96,3,12.0,852,683,164,No Jam,Peak,False,Peak
2024-01-08 09:00:00,9,Monday,January,False,False,25.7,90,3,16.1,544,414,125,No Jam,Shoulder,False,Shoulder
2024-01-08 10:00:00,10,Monday,January,False,False,26.6,86,3,16.3,749,601,143,No Jam,Shoulder,False,Shoulder
2024-01-08 11:00:00,11,Monday,January,False,False,27.6,82,3,18.2,773,589,179,No Jam,Shoulder,False,Shoulder
2024-01-08 12:00:00,12,Monday,January,False,False,28.3,78,3,16.8,858,664,189,No Jam,Peak,False,Peak
2024-01-08 13:00:00,13,Monday,January,False,False,29.3,73,51,16.0,561,417,138,No Jam,Shoulder,False,Shoulder
2024-01-08 14:00:00,14,Monday,January,False,False,30.4,69,3,16.8,774,618,149,No Jam,Shoulder,False,Shoulder
2024-01-08 15:00:00,15,Monday,January,False,False,29.5,71,51,15.6,447,358,83,No Jam,Off-Peak,False,Off-Peak
2024-01-08 16:00:00,16,Monday,January,False,False,28.4,76,53,11.4,801,621,173,No Jam,Peak,False,Peak
2024-01-08 17:00:00,17,Monday,January,False,False,28.0,78,51,13.3,384,294,84,No Jam,Off-Peak,False,Off-Peak
2024-01-08 18:00:00,18,Monday,January,False,False,27.4,83,3,9.3,333,263,64,No Jam,Shoulder,False,Off-Peak
2024-01-08 19:00:00,19,Monday,January,False,False,26.6,88,3,4.5,561,425,130,No Jam,Shoulder,False,Shoulder
2024-01-08 20:00:00,20,Monday,January,False,False,25.9,91,3,4.2,1039,817,215,No Jam,Peak,False,Peak
2024-01-08 21:00:00,21,Monday,January,False,False,24.9,95,63,8.3,671,532,133,No Jam,Shoulder,False,Shoulder
2024-01-08 22:00:00,22,Monday,January,False,False,25.0,94,61,5.5,831,656,169,No Jam,Peak,False,Peak
2024-01-08 23:00:00,23,Monday,January,False,False,24.7,96,63,3.9,362,282,74,No Jam,Off-Peak,False,Off-Peak
2024-01-09 00:00:00,0,Tuesday,January,False,False,25.1,91,51,6.8,416,310,106,No Jam,Shoulder,False,Shoulder
2024-01-09 01:00:00,1,Tuesday,January,False,False,24.7,95,3,8.2,392,282,108,No Jam,Off-Peak,False,Off-Peak
2024-01-09 02:00:00,2,Tuesday,January,False,False,24.7,96,3,10.5,541,444,95,No Jam,Shoulder,False,Shoulder
2024-01-09 03:00:00,3,Tuesday,January,False,False,24.4,97,51,11.9,667,514,151,No Jam,Shoulder,False,Shoulder
2024-01-09 04:00:00,4,Tuesday,January,False,False,24.4,96,3,11.0,639,503,134,No Jam,Shoulder,False,Shoulder
2024-01-09 05:00:00,5,Tuesday,January,False,False,24.3,94,3,13.4,637,511,124,No Jam,Shoulder,False,Shoulder
2024-01-09 06:00:00,6,Tuesday,January,False,False,23.9,95,3,12.9,819,646,171,No Jam,Peak,False,Peak
2024-01-09 07:00:00,7,Tuesday,January,False,False,23.6,96,3,12.7,578,440,136,No Jam,Shoulder,False,Shoulder
2024-01-09 08:00:00,8,Tuesday,January,False,False,23.7,96,3,12.3,267,212,53,No Jam,Off-Peak,False,Off-Peak
2024-01-09 09:00:00,9,Tuesday,January,False,False,25.0,94,51,13.5,752,596,154,No Jam,Shoulder,False,Peak
2024-01-09 10:00:00,10,Tuesday,January,False,False,25.4,92,51,13.2,622,493,127,No Jam,Shoulder,False,Shoulder
2024-01-09 11:00:00,11,Tuesday,January,False,False,25.3,94,55,11.7,400,304,93,No Jam,Peak,False,Off-Peak
2024-01-09 12:00:00,12,Tuesday,January,False,False,25.6,92,63,10.7,717,550,165,No Jam,Peak,False,Peak
2024-01-09 13:00:00,13,Tuesday,January,False,False,26.1,92,63,7.5,322,249,70,No Jam,Off-Peak,False,Off-Peak
2024-01-09 14:00:00,14,Tuesday,January,False,False,26.8,89,53,4.0,683,549,132,No Jam,Peak,False,Peak
2024-01-09 15:00:00,15,Tuesday,January,False,False,27.0,84,63,12.7,419,323,94,No Jam,Shoulder,False,Shoulder
2024-01-09 16:00:00,16,Tuesday,January,False,False,26.7,83,53,13.3,725,569,153,No Jam,Peak,False,Peak
2024-01-09 17:00:00,17,Tuesday,January,False,False,26.4,88,53,7.1,570,454,113,No Jam,Peak,False,Shoulder
2024-01-09 18:00:00,18,Tuesday,January,False,False,26.5,88,51,9.7,200,155,42,No Jam,Off-Peak,False,Off-Peak
2024-01-09 19:00:00,19,Tuesday,January,False,False,25.8,91,51,10.5,682,525,154,No Jam,Peak,False,Peak
2024-01-09 20:00:00,20,Tuesday,January,False,False,24.7,93,61,10.9,421,309,108,No Jam,Shoulder,False,Shoulder
2024-01-09 21:00:00,21,Tuesday,January,False,False,25.5,93,3,12.6,376,271,100,No Jam,Shoulder,False,Off-Peak
2024-01-09 22:00:00,22,Tuesday,January,False,False,25.4,93,3,12.4,587,478,105,No Jam,Shoulder,False,Shoulder
2024-01-09 23:00:00,23,Tuesday,January,False,False,24.9,95,3,11.8,605,452,149,No Jam,Shoulder,False,Shoulder
2024-01-10 00:00:00,0,Wednesday,January,False,False,24.8,95,3,13.4,773,587,180,No Jam,Off-Peak,False,Shoulder
2024-01-10 01:00:00,1,Wednesday,January,False,False,24.6,94,3,12.4,514,406,101,No Jam,Peak,False,Shoulder
2024-01-10 02:00:00,2,Wednesday,January,False,False,24.5,94,51,10.0,381,294,80,No Jam,Off-Peak,False,Off-Peak
2024-01-10 03:00:00,3,Wednesday,January,False,False,24.3,95,53,9.0,479,337,135,No Jam,Shoulder,False,Shoulder
2024-01-10 04:00:00,4,Wednesday,January,False,False,24.1,96,61,11.4,717,530,180,No Jam,Shoulder,False,Shoulder
2024-01-10 05:00:00,5,Wednesday,January,False,False,23.8,96,61,9.7,285,215,63,No Jam,Off-Peak,False,Off-Peak
